13,7.71078157424927,,,
29,17.2281439304352,,,
18,10.6384971141815,,,
9,5.32195544242859,,,
41,24.2853586673737,,,
13,7.67093014717102,,,
25,14.7475109100342,,,
18,10.5854957103729,,,
27,15.9894068241119,,,
23,13.5978355407715,,,
28,16.5580096244812,,,
12,7.32751846313477,,,
15,8.84522914886475,,,
17,10.0581030845642,,,
19,11.2191066741943,,,
19,11.176611661911,,,
11,6.47985863685608,,,
11,6.55356812477112,,,
31,18.3402397632599,,,
21,12.4412598609924,,,
14,8.3913426399231,,,
20,11.8498911857605,,,
17,10.0918614864349,,,
19,11.1506283283234,,,
20,11.8048086166382,,,
27,15.8333790302277,,,
20,11.8178343772888,,,
19,11.1694087982178,,,
31,18.3928694725037,,,
13,7.72062587738037,,,
14,8.3976891040802,,,
10,5.95002436637878,,,
26,15.3076071739197,,,
20,11.7606484889984,,,
16,9.46294808387756,,,
9,5.36968111991882,,,
17,9.93040060997009,,Nb Generation moyen,Temps moyen exec (s)
13,7.77321910858154,,20.06,11.8652512288094
60,35.7505712509155,,,
40,23.6589736938477,,,
19,11.1064639091492,,,
12,7.05982327461243,,,
33,19.5157141685486,,,
20,11.8223357200623,,,
19,11.2234048843384,,,
18,10.5741403102875,,,
24,14.1995797157288,,,
23,13.6281263828278,,,
18,10.6442234516144,,,
13,7.67262625694275,,,
22,13.0042355060577,,,
12,7.05811834335327,,,
18,10.623960018158,,,
18,10.675562620163,,,
23,13.6538856029511,,,
20,11.8306262493134,,,
26,15.3775315284729,,,
15,8.98613047599793,,,
32,18.8310759067535,,,
12,7.1214234828949,,,
16,9.42314791679382,,,
14,8.26483201980591,,,
15,8.84604144096375,,,
19,11.606555223465,,,
12,7.21110939979553,,,
13,7.72284960746765,,,
43,25.2956237792969,,,
10,5.85467100143433,,,
11,6.48186945915222,,,
29,17.0180375576019,,,
9,5.26181101799011,,,
13,7.77511620521545,,,
20,11.81281208992,,,
7,4.19448161125183,,,
111,65.6376388072968,,,
12,7.0841224193573,,,
15,8.74419713020325,,,
15,8.88173055648804,,,
42,24.846485376358,,,
20,11.8248665332794,,,
22,12.9875702857971,,,
11,6.44506573677063,,,
9,5.41934442520142,,,
21,12.4814682006836,,,
21,12.3694915771484,,,
25,14.7278301715851,,,
17,10.0538029670715,,,
17,10.176735162735,,,
12,7.11504673957825,,,
26,15.2612128257751,,,
6,3.58554291725159,,,
16,9.46599936485291,,,
12,7.10487270355225,,,
22,12.9834408760071,,,
11,6.47215294837952,,,
22,12.9890851974487,,,
16,9.45680093765259,,,
13,7.59744191169739,,,
16,9.41100096702576,,,
23,13.6643962860107,,,
